Frequency (Hz),Channel 1 (dBV),Phase (deg)
261.6,-98.40070434645526,-69.69932631660014
261.8,-98.81546181195839,-102.6288838910755
262,-98.28453019767105,-152.9600757356584
262.2,-99.40054344607036,174.2810011599494
262.4,-98.50604233770461,134.5517645337749
262.6,-97.81891850421601,90.8105595009261
262.8,-98.37984950457916,46.88329374789625
263,-98.37000491822978,3.287797943263004
263.2,-99.21733206863139,-39.65044013334754
263.4,-99.35487155395242,-72.3589311257852
263.6,-98.70695958042248,-111.7505755496722
263.8,-98.87139940108031,-161.1771655735937
264,-99.33923165075889,168.3556277465467
264.2,-98.48817738305293,119.6933242275748
264.4,-99.11223810044368,78.5989761736304
264.6,-99.70041636096479,46.82587516024228
264.8,-97.65438901679973,1.12953291988999
265,-99.13538525873422,-47.69994608126692
265.2,-98.4756368935162,-82.1514302325473
265.4,-99.23529583370618,-129.7131770138282
265.6,-98.91118347874649,-170.088844996409
265.8,-100.2548912333094,156.3455821444651
266,-98.05998886951089,110.4388913855918
266.2,-100.2530496529262,66.72902260590963
266.4,-98.89208904739178,29.52938651968176
266.6,-99.3404825893971,-11.12827735043044
266.8,-99.29846508880925,-56.27405757421673
267,-99.33681157443689,-97.66704273095105
267.2,-100.1223380281263,-142.3067871713963
267.4,-100.12561527328,-179.6859453411033
267.6,-100.1376089871782,145.8780736146784
267.8,-99.53969070995478,96.18305209776683
268,-99.43637434113496,57.9316727514368
268.2,-100.4445591827933,16.81882363256687
268.4,-100.0209719303458,-31.47712028091426
268.6,-99.80521330945189,-62.71224253566957
268.8,-101.6760312363782,-102.7575273506628
269,-99.89841238191119,-152.4714733815319
269.2,-100.1003343400972,178.7421191346553
269.4,-100.2980146500707,131.5433327643461
269.6,-99.82338199248355,86.42409708262349
269.8,-101.9283203748665,55.25583620998307
270,-98.95584936217801,5.137834168178475
270.2,-100.0599652437402,-31.18331939345391
270.4,-100.6741817113729,-78.89804569858121
270.6,-99.91987329363712,-122.2182918702384
270.8,-101.5419541166071,-159.0718347107087
271,-101.5437521299926,162.5883847238338
271.2,-99.82845263599074,126.1602420143238
271.4,-100.9277786166202,76.88752402110121
271.6,-100.7437588381971,37.7996866353942
271.8,-100.2655438463575,-9.835155596151797
272,-101.5763593202736,-49.63066558849592
272.2,-102.0156054404743,-83.58513961728626
272.4,-101.0134838067667,-134.3571392002051
272.6,-101.94248876045,-171.8628517859143
272.8,-102.7128338986467,157.3102796465813
273,-101.229334053803,115.1250054484863
273.2,-101.0725552430553,61.80511690932271
273.4,-102.5089953552459,31.16528032998502
273.6,-101.0429825645109,-15.64670287797857
273.8,-102.9771075584912,-62.09149453389486
274,-103.9700472260798,-94.0061786411558
274.2,-100.0993522802548,-123.9400540909341
274.4,-102.9991298126263,174.5372835590475
274.6,-101.9132508207425,144.0957439443396
274.8,-101.2007607766183,101.8994843645454
275,-103.3500335967584,57.60516679230397
275.2,-102.901424643174,28.65424428896623
275.4,-100.8666520258642,-22.65205463621044
275.6,-102.5461515073681,-61.9813018799451
275.8,-102.1757310389179,-111.0747012797728
276,-102.3267490515348,-140.4955869628376
276.2,-102.8124411029119,170.8543870146587
276.4,-103.0871238586566,128.9339271193017
276.6,-102.2287496169467,92.08358852511122
276.8,-103.9124451001982,45.46168585291999
277,-103.2691115407069,19.77636449000303
277.2,-102.5862604137646,-30.94567385510655
277.4,-102.5923311822216,-74.58740089780628
277.6,-103.1939894745429,-98.81306199225811
277.8,-102.2006987933918,-155.4482027164173
278,-102.5610502886562,156.6734938863372
278.2,-102.626263780822,132.4710858799811
278.4,-103.8215231583615,68.44029755517299
278.6,-104.5499779441364,42.71127592294336
278.8,-103.4960790955778,10.95445687922857
279,-102.9270664449056,-42.80882223706352
279.2,-103.915427476288,-64.14641273292636
279.4,-103.3653486015232,-115.5693290555608
279.6,-102.1092350835109,-156.4124608057661
279.8,-103.1396409516041,168.575894658124
280,-103.5733552110471,114.6073348554384
280.2,-102.7679532171782,78.6002206708136
280.4,-105.7068324466569,48.00842129319709
280.6,-101.9804346020911,3.502914266894372
280.8,-102.9068498037511,-36.93837312015704
281,-102.0157166741912,-85.42055809421258
281.2,-102.3099903466198,-122.5829242358016
281.4,-101.9168155087993,-177.8368158736925
281.6,-104.8425394896769,150.4800881165263
281.8,-102.9192221642913,119.0803833270441
282,-102.9584737539189,68.99966791600393
282.2,-103.08096954856,33.49076722820709
282.4,-103.0064790528523,-10.11141942242863
282.6,-103.0282780061975,-57.6563009218216
282.8,-104.8197176938797,-88.62359868033406
283,-103.0171583402531,-128.1052204841494
283.2,-103.7111217139185,-177.269349448179
283.4,-104.3350153232643,146.9511951521737
283.6,-102.540871121437,111.757036073714
283.8,-103.5771634703744,64.57057906661062
284,-103.9172146165374,25.97129620425266
284.2,-103.7843885873091,-10.78689125425866
284.4,-101.9208700760706,-50.30511913298645
284.6,-103.5834408073685,-92.95144408936541
284.8,-102.4694612366262,-135.1278114674975
285,-101.7733439144216,177.4258548428411
285.2,-104.5080196864691,129.1007578361447
285.4,-104.0459071481834,103.6849786505696
285.6,-104.6975979525323,62.53108608244332
285.8,-104.2540001701401,23.01989629754978
286,-101.9206223965941,-17.3441372968153
286.2,-103.6688702120537,-60.04402214094803
286.4,-102.8996512566195,-105.9392653397269
286.6,-102.3992856720124,-138.6781634323754
286.8,-103.7625580029328,175.241474621013
287,-102.346896969058,138.8556337487874
287.2,-101.3108915091645,99.24676495778618
287.4,-103.2262693359303,33.86270945166486
287.6,-102.5223746511613,12.52455585965572
287.8,-104.2484669025726,-23.32087706400358
288,-102.9844603888975,-75.70005929319555
288.2,-101.4482759772121,-100.8383673921433
288.4,-102.0285330292113,-151.2579816404411
288.6,-102.1514988063592,157.7800669757476
288.8,-102.4829955034568,133.9759927290804
289,-102.8713345756139,73.8758660368528
289.2,-102.0596557149139,45.32352311416214
289.4,-103.8759209992916,2.064569938081241
289.6,-101.9378495256946,-38.12207180167746
289.8,-102.4807842884028,-80.00906235838995
290,-102.1532249470334,-116.3490087954923
290.2,-101.6052921559278,-161.7855003455908
290.4,-103.5438274401077,145.4213094466189
290.6,-101.8479280938241,130.7512095648966
290.8,-101.3456903359258,76.13055275380427
291,-102.7509628059363,33.88187085017857
291.2,-100.8379808582501,-4.555451580557173
291.4,-101.9463319505999,-49.86100291639494
291.6,-101.7125850158629,-93.10689938999576
291.8,-102.0876240162057,-120.2709149081686
292,-101.5054346518763,-178.0602993781538
292.2,-101.7986967691132,150.6053012779195
292.4,-101.7322527038908,101.9967575283957
292.6,-101.9410098490793,62.58412052278901
292.8,-102.929897021676,19.74961110419649
293,-102.6261865741159,-12.39060688266872
293.2,-102.2374763188866,-51.87020042187946
293.4,-102.0160181896819,-93.78435184000011
293.6,-102.0146359923274,-131.7367757652903
293.8,-101.0766408857087,-177.4903337722453
294,-101.1041230079358,138.420423709151
294.2,-103.9696093066063,93.23384681180795
294.4,-102.2219003147908,64.24155993848045
294.6,-102.7979319358246,31.94325845056187
294.8,-100.3718296774611,-15.76753925197112
295,-101.1298790490265,-61.78041410445906
295.2,-100.4892188701135,-101.9194049822092
295.4,-100.9815141959787,-142.1886545677725
295.6,-100.6203819523424,169.6303788694062
295.8,-100.2352022655866,139.1533025175011
296,-99.59440297149881,82.95968043613811
296.2,-100.86385192013,53.35312830637307
296.4,-100.3970707998137,7.496000042778594
296.6,-100.347396366644,-36.08333358362753
296.8,-100.7227610736929,-70.78531624468673
297,-99.93199477721313,-119.5087570509413
297.2,-100.3038583005118,-149.7800024367125
297.4,-100.4291099503868,158.8884209512725
297.6,-99.99841155784242,126.9936236326169
297.8,-99.23921822826658,78.61274361448399
298,-99.87435591450732,35.74660888911564
298.2,-100.1472283077786,3.511055742458299
298.4,-99.91299976419674,-45.85458763067881
298.6,-99.04872540262235,-85.95005628523656
298.8,-99.55371739163745,-123.3649596565406
299,-99.47841695845818,-171.7423232954887
299.2,-99.88163698013486,144.3551907643455
299.4,-99.75539011000811,115.8287325495813
299.6,-99.87752195322531,70.34166636020149
299.8,-99.66970428401828,26.27599076147505
300,-100.1105755426686,-11.59065908416366
300.2,-98.82422633361956,-47.7428250937712
300.4,-99.91069867288438,-97.16443248972568
300.6,-97.90631358190885,-137.2927416119128
300.8,-99.5806143332201,176.332986853951
301,-100.3840807707398,136.0622052766049
301.2,-99.337801468832,107.5294354021298
301.4,-98.66027247517287,60.4885043023473
301.6,-98.32308278616685,18.65186498134399
301.8,-99.26033686895019,-24.64221044984605
302,-98.16893564091401,-64.99864772345632
302.2,-98.91280203888977,-112.3825773112986
302.4,-99.92287638177766,-143.1426484540067
302.6,-98.82974573561945,177.2819253782122
302.8,-98.28065465231506,135.8700480894373
303,-97.77252111758588,93.26435944267428
303.2,-98.45228527032606,46.87627696037063
303.4,-98.10346422142644,9.407525238360856
303.6,-97.27102607494558,-36.57322635080059
303.8,-98.40960588581248,-75.87801644710385
304,-98.43795626274138,-116.8020232379396
304.2,-97.71554908683129,-157.6628290960973
304.4,-97.66871138717151,160.3500682683651
304.6,-97.75710234555433,118.1385895113175
304.8,-98.55673037403221,78.3840318952132
305,-97.60033484671027,33.92909447395034
305.2,-98.80935187946247,1.179544490082654
305.4,-96.93323643479604,-46.74707103156627
305.6,-97.67635340618787,-83.78226781226057
305.8,-98.25697424590197,-129.8132028064144
306,-97.52485915378114,-166.2685298628437
306.2,-97.56892965125539,155.0082698806457
306.4,-97.04587700556624,112.5560021150733
306.6,-96.70339374225333,64.58870098521886
306.8,-97.31367116079159,33.02580265887972
307,-96.38808517570054,-17.08938258440485
307.2,-96.49180510007513,-53.25302099046718
307.4,-96.72616673762066,-98.83397967180136
307.6,-97.06311710849178,-137.7524617831363
307.8,-96.11911195575229,-172.5273299164774
308,-96.02805601789889,137.0047341358426
308.2,-96.23955095621413,100.2644815652388
308.4,-96.25875754339955,58.94960801392662
308.6,-95.2356185080135,17.97343925509457
308.8,-95.34775626196223,-26.52754884784846
309,-95.76944441503784,-70.41301292645325
309.2,-95.50130619898792,-105.9416304332985
309.4,-95.34476556489747,-150.5530921223545
309.6,-95.30431430589245,168.2153584620381
309.8,-95.11890494792452,126.577740433746
310,-95.11989573958979,81.27975295594452
310.2,-95.24925264083731,44.46872930470993
310.4,-95.12181382815194,2.041530107844554
310.6,-94.91928760918634,-39.95743550796038
310.8,-94.57152407673847,-79.01548828689526
311,-94.33336294568184,-125.8105593862073
311.2,-94.65977877695289,-165.8865490901132
311.4,-95.123080343938,155.5543215452894
311.6,-94.40876799860688,113.1030259156309
311.8,-94.28940664002462,71.99568479254393
312,-94.22644918338206,31.41889913853526
312.2,-94.00985805167426,-10.50660105494037
312.4,-94.14122481124201,-54.62119227003749
312.6,-93.91584880303992,-91.45913561423191
312.8,-93.5891517638112,-132.2779717424557
313,-93.29306460854608,-176.9646514931543
313.2,-93.13208204061459,141.7369326624009
313.4,-93.65215418021556,99.7911634545809
313.6,-92.91698933799361,62.01459163564537
313.8,-92.74671187413108,17.44064363110203
314,-92.55352172595765,-24.66689893692729
314.2,-92.97624895830786,-65.2480562178055
314.4,-92.04753957621568,-106.6011719284715
314.6,-92.2554915731787,-148.6691557810213
314.8,-92.19613584243689,170.1145514149532
315,-91.96312220487795,128.7292477952508
315.2,-91.96594976100269,85.02555688393566
315.4,-91.70540181119625,47.87445952116754
315.6,-91.05705022209962,6.469106398093792
315.8,-91.08540563944439,-38.12185609552948
316,-90.61759394631792,-80.49326394033218
316.2,-90.17934923528446,-120.5447804552896
316.4,-90.60614122190964,-164.4021202008158
316.6,-90.08843607649163,155.4618529461684
316.8,-89.52383997758993,113.9958464286481
317,-89.4917573011781,70.72023546981163
317.2,-89.09259892785403,29.18721217888876
317.4,-88.88256025017789,-12.8019028528799
317.6,-88.30866075182264,-57.68514694267588
317.8,-88.45116275056164,-98.45236329478274
318,-87.68468274064375,-141.1908923248485
318.2,-87.66353779241908,173.8878528227501
318.4,-87.3618185032494,130.6090428454357
318.6,-86.95208248529168,88.51851346447346
318.8,-86.87198741558379,42.85878002204939
319,-86.54801682014121,1.169297428102191
319.2,-86.32147621842235,-43.41735808647161
319.4,-86.09316346034893,-88.55203223298591
319.6,-86.02621858526177,-131.6931854747279
319.8,-85.87125486493919,-176.3222663565392
320,-85.50676718889929,139.8757216293849
320.2,-85.73366076181776,94.08323665926171
320.4,-85.53740870431334,50.32811733481855
320.6,-85.40719425697488,5.539263523221658
320.8,-85.66514426634818,-39.85795474218057
321,-85.70039336846477,-82.49867809807053
321.2,-85.53265924886604,-127.285263112962
321.4,-85.80672305068143,-172.7509856019246
321.6,-85.61396308041502,143.7042490238839
321.8,-86.04703314819497,98.27170116086194
322,-86.11126760359072,55.36564846476163
322.2,-86.26800677537378,10.64361859997914
322.4,-86.27098347970259,-33.58593822459556
322.6,-86.64134695049647,-78.05729202371381
322.8,-86.88829007495633,-122.4034843914111
323,-87.06829721101386,-166.2728378767625
323.2,-87.43112794402867,149.4718093067129
323.4,-87.76530496282612,107.2689175042664
323.6,-88.0549264734648,62.78340733466806
323.8,-88.49369091808902,19.44382491411923
324,-88.8164806954492,-22.63126842869251
324.2,-89.21475707645448,-64.58440885475316
324.4,-89.48406866473871,-107.8463278579515
324.6,-89.62234785549101,-148.9287018049305
324.8,-90.02039655112881,165.6432633267171
325,-90.27689822382339,124.9842936459008
325.2,-90.7764491244064,82.75896256446553
325.4,-90.88614893582074,40.27298597361823
325.6,-91.77529891951657,0.6758879681698833
325.8,-91.58379397802815,-41.03863253789198
326,-91.34283960534594,-82.90929751583263
326.2,-92.10538720200431,-125.4823597968323
326.4,-92.02300200422121,-168.2602105741423
326.6,-92.30592184541011,149.8735500011557
326.8,-92.62881807487753,107.2940090930706
327,-92.63992405527389,67.1839186244174
327.2,-92.75910021689036,24.70241639326461
327.4,-92.73272590998432,-18.10326819164612
327.6,-93.68037917871388,-64.53105244787982
327.8,-94.03671802345512,-100.3449609323394
328,-93.9480246225795,-139.8952695440551
328.2,-94.28879606339159,175.4486859211966
328.4,-94.12973079292884,133.423821329412
328.6,-94.86363714573606,96.80251374958215
328.8,-94.51713901862095,50.20519083881756
329,-94.7389038979111,11.73383605266369
329.2,-95.15268439958862,-33.772872940849
329.4,-95.45293026864076,-71.79804724526116
329.6,-95.35980189995192,-111.8769455632593
329.8,-95.21087096385344,-156.3812835970475
330,-95.49333001751536,159.4627902030462
330.2,-95.83904740608989,121.257413388444
330.4,-95.89581491003172,76.33388844754363
330.6,-96.49697989089699,31.6198253197267
330.8,-96.97780921631791,-2.638830017037289
331,-96.71670633318791,-43.47312828309028
331.2,-97.39618157044701,-90.78669359449673
331.4,-97.35067441384803,-125.2622109909851
331.6,-97.19053861684031,-166.4502851628243
331.8,-97.34988085449831,148.0200568884228
332,-97.95399838716334,106.6151431007653
332.2,-97.36174894501865,69.63275487066454
332.4,-98.01048083043122,21.24218474649321
332.6,-98.32203621845538,-15.61406384498942
332.8,-98.59873341951429,-58.18122056012122
333,-98.48810768374409,-96.54677152040496
333.2,-99.01781904693627,-138.3878910375692
333.4,-98.7481977170313,179.742884140393
333.6,-99.19787886461054,141.422990002374
333.8,-98.26839554042381,97.90399932899982
334,-98.83890485119628,53.06691129698318
334.2,-99.70534407150056,11.41471591080782
334.4,-99.78747690677018,-30.84692661295881
334.6,-100.2834184929784,-57.24260674701277
334.8,-99.16917682339674,-109.4232762163105
335,-100.0358239781098,-150.3081359583281
335.2,-100.5592828986519,176.8223424504079
335.4,-98.72704602703097,130.2544590451317
335.6,-99.40939382150488,84.76298234135579
335.8,-99.39490748589976,41.25163952344808
336,-100.6546694772572,-5.425023356482254
336.2,-100.9087991194151,-40.8711796451171
336.4,-101.979776791223,-79.69707833557946
336.6,-101.6882973114007,-110.6042257136929
336.8,-100.2231956703671,-161.8871257196832
337,-102.656171390276,159.8739108241646
337.2,-101.2466511110597,123.512035544015
337.4,-101.8803619070678,76.78810268575819
337.6,-101.5866966777938,41.21161536373825
337.8,-100.9931169601904,-4.867664282062041
338,-102.3113789135128,-48.65853338735506
338.2,-102.7185577010828,-83.1447533643281
338.4,-101.6168321744585,-125.2884369546837
338.6,-102.186950059412,-167.7912085057912
338.8,-101.4495307123411,154.1263506294998
339,-101.7655397013786,107.5394634609318
339.2,-102.8647842536016,60.47396064489291
339.4,-101.9476429742631,24.21617628147095
339.6,-103.2968564195808,-12.25343913753467
339.8,-102.6254662929488,-66.50171371674858
340,-103.9193748073887,-83.6842746037976
340.2,-102.8928178571314,-144.8753119456508
340.4,-102.2981564284832,-168.8631130665739
340.6,-103.7471484341251,131.9224364102223
340.8,-103.3427956275322,96.72445806864395
341,-104.0528799020056,60.32131091734743
341.2,-104.321006296742,15.68486370813637
341.4,-103.2552346409795,-20.90577130668669
341.6,-103.3091931394445,-66.10760533726479
341.8,-103.5977791680553,-104.3535346643638
342,-102.6652122198514,-152.5647742911541
342.2,-105.7149307530226,167.0720975148129
342.4,-102.9777301793428,137.3884975318244
342.6,-102.8308226955439,83.44370782995405
342.8,-105.9218171714282,41.69242052704263
343,-102.7917432858037,7.950282960625806
343.2,-104.2593328457464,-37.20247528222561
343.4,-103.728271905993,-80.3502167226969
343.6,-104.8487380549437,-117.2683650267739
343.8,-104.5449785985433,-163.6521924790043
344,-105.0140414390534,161.8565571917165
344.2,-105.1853136832527,121.9494086380176
344.4,-103.0575398099339,74.4291463012003
344.6,-105.7842476154117,20.32275857610694
344.8,-106.6937514511518,-2.14395900564358
345,-104.9972900897355,-44.26202601016472
345.2,-104.9216990249219,-75.12837843661764
345.4,-104.0359762069454,-130.6691050722807
345.6,-103.2795258846231,-173.8313639776843
345.8,-108.0599032650053,143.8091971880849
346,-105.1523461529378,104.1547914279408
346.2,-106.0730069428639,61.89447715499414
346.4,-106.6477173118422,24.50894333450304
346.6,-106.6277642926781,-6.296366163837408
346.8,-103.7820574119179,-66.461243586999
347,-108.1079463354979,-109.4798310712676
347.2,-107.2044846003768,-131.1761576543773
347.4,-106.1410018135173,177.287344077466
347.6,-106.6746734666356,154.5079355406413
347.8,-104.4033128083041,89.72105809392522
348,-107.6912541749986,61.71886956941027
348.2,-106.7466113045125,10.70750552148451
348.4,-105.2308902724984,-26.83667854160835
348.6,-108.4020607957037,-82.8377684146771
348.8,-107.4717749249009,-112.3791607369867
349,-108.2812711582317,-149.6280085864477
349.2,-109.3810610660745,160.9192383062763
349.4,-108.6917957605029,139.5696548496988
349.6,-108.0111209730509,90.72944151248348
349.8,-108.5107605040864,35.74387435401972
350,-109.3326842854046,21.9705894580242
350.2,-107.3426107940948,-30.5762965010588
350.4,-107.6931914090226,-79.80476059186191
350.6,-107.8090130353217,-102.4785735178574
350.8,-106.737073836936,-172.3875681464651
351,-108.9765704862179,148.0310288944408
351.2,-111.9103651808344,128.0118028448981
351.4,-109.7380467314771,87.20904205518441
351.6,-112.6206739116516,35.62789811805577
351.8,-106.2219796731611,11.92418103839015
352,-107.9772507504044,-59.02297942041449
352.2,-114.168570535635,-97.05773095826143
352.4,-109.4030094274362,-100.4087726694298
352.6,-108.5402230178999,-163.9083515350776
352.8,-110.9880399535489,161.721499569748
353,-109.082943379838,112.7451840743045
353.2,-110.6804855867925,64.65262295449166
353.4,-112.3110347402839,26.89951516361066
353.6,-114.1206214230669,-19.87282304284318
353.8,-112.5641073679581,-3.515789427871635
354,-108.7765525451651,-91.75654778213074
354.2,-109.863261372372,-101.5083272784388
354.4,-108.7565100240909,-177.6629270234405
354.6,-111.4754258386452,154.7499466347578
354.8,-112.8234147545741,91.68472731100825
355,-113.322900840007,76.84076873262536
355.2,-115.898045814948,69.09273732784163
355.4,-111.8571593745059,3.94122872042371
355.6,-115.2378710403194,-30.43589181147749
355.8,-110.543948844677,-60.6448027149735
356,-114.0174491770243,-111.5841870352899
356.2,-115.7373401743216,-146.2690723200051
356.4,-109.3819654399363,-179.7811920196569
356.6,-113.0579479122231,134.1924021419166
356.8,-110.0402843363931,106.0946487586356
357,-107.9866991515828,57.612028279366
357.2,-110.6955549090888,-6.589139011093822
357.4,-108.9774396117571,-28.94134123839227
357.6,-111.16377752836,-73.59431894696198
357.8,-110.0530749830752,-111.2898232475749
358,-108.5732887855201,-132.4584541845133
358.2,-106.7093060542746,151.0366820091561
358.4,-109.4639297950598,101.627367951972
358.6,-111.4384205542315,84.1800127020545
358.8,-111.290059668733,40.54107493501992
359,-108.2440734380461,5.048515918045244
359.2,-109.695428711829,-33.57835636485278
359.4,-106.0488857897508,-78.79597369358667
359.6,-107.9376670520717,-132.6665545410309
359.8,-109.0122025695144,176.0630209250967
360,-107.0208157965731,155.7897294425179
360.2,-111.3966397448193,101.2460577725487
360.4,-111.7128386235483,71.24210594503973
360.6,-106.6195865532337,40.77702970377456
360.8,-108.2208408128851,-9.855906547707216
361,-106.160165249838,-53.98127441408655
361.2,-107.7236113547534,-118.4251398901164
361.4,-108.6082167316349,-148.4537536515862
361.6,-112.1289871512463,-173.2994701017405
361.8,-108.3779727942796,134.3681551603559
362,-107.280164749253,107.7366816386722
362.2,-108.0175878659417,60.92521638904707
362.4,-107.4363150900261,-2.836622102543975
362.6,-109.073310415782,-30.35662803946179
362.8,-112.5638021542666,-50.9009637792583
363,-107.233214414747,-97.7029554844289
363.2,-107.4172347958481,-145.5356843026744
363.4,-108.1644031803581,169.2140857451431
363.6,-106.7719286867306,129.3672973158092
363.8,-109.9189561688335,90.89415147826138
364,-107.51402140053,41.73323762538983
364.2,-108.7949885698322,6.411813061220722
364.4,-108.7842292149837,-14.87247357886134
364.6,-107.9337782457084,-66.82334865555264
364.8,-105.6548790264214,-120.000807287096
365,-108.6999700479348,-164.4630357950568
365.2,-107.7691620832681,160.4986171208004
365.4,-109.220509618039,106.8885018267798
365.6,-111.8168967634905,79.48604380537252
365.8,-108.4350561917593,53.17505952526157
366,-107.313622614238,-4.261134850447792
366.2,-111.6492367528857,-46.15857523456533
366.4,-107.5651815361997,-62.77278472614653
366.6,-108.1160707440897,-120.1027931596742
366.8,-105.9114129714658,-159.8738404306751
367,-107.3624042893921,158.9340109246659
367.2,-108.8803172184173,121.0430350068116
367.4,-105.8376033455416,71.27584239783488
367.6,-106.3530951508163,28.67684964317655
367.8,-109.7821775251263,-12.86504102362213
368,-106.9133241084149,-50.53902195700415
368.2,-107.7528510412195,-91.68710141260482
368.4,-106.8169606221737,-134.8963797175125
368.6,-109.5082074514282,-173.1046959500113
368.8,-105.6967427194721,158.0893380418875
369,-106.0251285484014,97.63672098788435
369.2,-107.3676590076966,52.62266733971565
369.4,-107.4906987952713,7.057211412575349
369.6,-108.7710703414033,-11.29704617812953
369.8,-107.8664657261816,-61.19750760566116
370,-106.492076396196,-103.027282868278
370.2,-107.3796490443894,-128.0640825169993
370.4,-105.0174302072487,171.0830945750565
370.6,-107.3859969506004,130.3172896660499
370.8,-107.6736741952722,102.1998640890025
371,-104.9702976128766,49.29366469369115
371.2,-106.9017189839801,2.895195010342505
371.4,-108.3789360627382,-30.11462542821102
371.6,-105.538681378654,-74.52322471432372
371.8,-106.9677280798469,-113.4768521877516
372,-107.8997334473039,-139.3695436200383
372.2,-105.6920908306383,171.2172079702385
372.4,-103.8001111973863,123.5957619373685
372.6,-106.5113342195505,80.55529338995366
372.8,-107.260488430874,24.24377247155682
373,-109.6903522812078,12.17591478325015
373.2,-105.3367777172306,-32.79066988479991
373.4,-106.1493356742942,-76.60184405543252
373.6,-106.9956516462272,-122.5801232928387
373.8,-107.0831078394653,-151.807209043293
374,-104.2286682055543,165.9737990314655
374.2,-104.5232798439917,109.4193100916382
374.4,-105.7005955835195,75.01336831569357
374.6,-105.8296926255398,34.25334614255792
374.8,-105.3218716761912,-19.45540293542638
375,-105.4904384628059,-51.08828626773403
375.2,-106.688140191758,-94.51124895735836
375.4,-106.767410468278,-125.0871208923518
375.6,-105.9003485788856,-172.3834134685434
375.8,-107.3791606845002,145.7661003949898
376,-104.7769050253723,118.4714378910532
376.2,-105.6185535848762,65.03296853323108
376.4,-106.3128649018367,27.03207981604292
376.6,-105.2248482733068,-19.74494199100558
376.8,-105.6817840124096,-60.3793542849626
377,-106.1238876468413,-84.19015513586129
377.2,-106.3880704679671,-130.7460269942738
377.4,-103.5014370117279,-178.220558816753
377.6,-103.8761676718282,147.9094167524268
377.8,-104.8331479048127,95.94497520347009
378,-103.6279528685903,57.49209635227457
378.2,-104.2329276759271,12.9916421786869
378.4,-104.0921848032117,-26.59493342312627
378.6,-104.016821475664,-68.41400286768055
378.8,-104.6237217149146,-102.5230112068389
379,-102.8989285149792,-143.3458349814864
379.2,-103.65943023768,163.2471146792736
379.4,-103.2888851040957,131.6272494624054
379.6,-104.0935268084281,87.95750522764314
379.8,-101.7963515356276,54.06389348856866
380,-103.5543405415979,4.610779368819722
380.2,-102.0852668797188,-39.66117277106027
380.4,-102.8342236831109,-77.72559767876957
380.6,-102.0125033518392,-121.7395011217816
380.8,-104.7187151143631,-165.5968797414833
381,-102.533542600202,159.2458511318986
381.2,-102.7056524536291,121.8250993799634
381.4,-101.9517437047236,77.15220261606572
381.6,-100.9627732291259,38.08632466356492
381.8,-101.6659909999864,-11.68892566337222
382,-101.2552422740053,-51.86462674719995
382.2,-101.7634225536411,-90.39762587628408
382.4,-100.947540762357,-136.8641765039275
382.6,-101.4780373087919,-169.8855699449273
382.8,-101.0539438662949,143.3964083606741
383,-98.96851333667703,104.4255211453868
383.2,-100.48507910468,56.59690085955373
383.4,-100.1293545187089,19.48489016348496
383.6,-99.6376662697779,-24.45622201990298
383.8,-99.63345204959195,-65.00814950283014
384,-99.53667921523028,-108.9189687483109
384.2,-99.39146318726884,-152.4224512373152
384.4,-99.74669450527422,169.7091112132034
384.6,-98.93145859024359,126.2192534633796
384.8,-99.43528417510134,82.76676765203466
385,-98.46674062355513,43.01849923548541
385.2,-98.69822334792096,6.436557549138729
385.4,-98.02728858233183,-42.04772151484945
385.6,-98.36780163481876,-83.01714594736809
385.8,-97.67158198180709,-127.9079097945747
386,-97.38309329195657,-167.8331276374036
386.2,-98.20202770190966,145.3482382457687
386.4,-97.57896652049172,106.1317572804935
386.6,-97.65089285844482,61.38194452138134
386.8,-97.12886948417204,24.02025458262979
387,-96.95819583887426,-18.22875788218136
387.2,-96.46741819867587,-64.12444923461375
387.4,-96.19397669887745,-105.6776801837915
387.6,-96.60537818816115,-153.3080883083078
387.8,-95.88898394160987,168.8296436441811
388,-96.80890788248966,122.2575586374912
388.2,-95.56089923439575,82.11668140715175
388.4,-95.90066116802467,32.64567689325337
388.6,-96.2297809548153,-6.365109437944072
388.8,-95.91629528989118,-45.37414054859362
389,-95.4514152428083,-97.06804341352776
389.2,-96.02338157324897,-136.5782763521636
389.4,-95.6717257986263,-177.0292551975637
389.6,-95.31728511351703,137.4111423740563
389.8,-95.45684073208986,90.28116703632848
390,-95.91665304218161,50.32833484410432
390.2,-95.50118568568799,9.036059303665974
390.4,-95.67929662285471,-35.06874698804074
390.6,-95.67257525238516,-75.77706293853089
390.8,-94.5788638782343,-120.8230927492108
391,-95.85192771796267,-168.6396101982912
391.2,-94.89833727683815,151.7469954468092
391.4,-95.19326137158447,102.7733091864884
391.6,-96.03585034544267,64.00511573151132
391.8,-95.53081908534028,21.51332663731345
392,-94.87509389011491,-22.41398022721449
392.2,-95.68571632151614,-69.99923786394726
392.4,-95.85850319850756,-111.6445299603021
392.6,-96.07849805376392,-154.6628788071519
392.8,-95.95499907998773,155.4064424080632
393,-96.88443734836082,122.4366356050013
393.2,-96.34993260576069,77.039214783994
393.4,-96.11126962420244,26.70741275599283
393.6,-96.8940968730555,-9.545039587321403
393.8,-96.41345851141425,-57.23182215470948
394,-98.29798505950519,-95.6307912814402
394.2,-96.46303950497222,-143.176213365449
394.4,-98.38417695368054,175.8032600711523
