#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A19AED
#Date Time: 2025-11-13 11:51:47.061
#Sample rate: 50000Hz
#Samples: 2048
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 10 mV/div Offset: 0 V Sample Mode: Average
#Wavegen Channel 1: Disabled
#Mode: Sweep
#Type: Sine
#Frequency: 100 Hz
#Period: 10 ms
#Stop: 1 kHz
#Amplitude: 100 mV
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

Time (s),Channel 1 (V)
-0.02047969230769231,-0.003932911706685223
-0.02045969230769231,-0.003932911706685223
-0.02043969230769231,-0.003932911706685223
-0.02041969230769231,-0.003932911706685223
-0.02039969230769231,-0.003932911706685223
-0.02037969230769231,-0.003597458200325804
-0.02035969230769231,-0.003932911706685223
-0.02033969230769231,-0.003932911706685223
-0.02031969230769231,-0.003932911706685223
-0.02029969230769231,-0.003932911706685223
-0.02027969230769231,-0.003932911706685223
-0.02025969230769231,-0.003932911706685223
-0.02023969230769231,-0.003597458200325766
-0.02021969230769231,-0.003932911706685223
-0.02019969230769231,-0.003932911706685223
-0.02017969230769231,-0.003932911706685223
-0.02015969230769231,-0.003932911706685223
-0.02013969230769231,-0.003932911706685223
-0.02011969230769231,-0.003597458200325766
-0.02009969230769231,-0.003597458200325766
-0.02007969230769231,-0.003932911706685223
-0.02005969230769231,-0.003932911706685223
-0.02003969230769231,-0.003597458200325804
-0.02001969230769231,-0.003932911706685223
-0.01999969230769231,-0.003932911706685223
-0.01997969230769231,-0.003597458200325804
-0.01995969230769231,-0.003932911706685223
-0.01993969230769231,-0.003932911706685223
-0.01991969230769231,-0.003932911706685223
-0.01989969230769231,-0.003932911706685223
-0.01987969230769231,-0.003932911706685223
-0.01985969230769231,-0.003932911706685223
-0.01983969230769231,-0.003932911706685223
-0.01981969230769231,-0.003932911706685223
-0.01979969230769231,-0.003932911706685223
-0.01977969230769231,-0.003932911706685223
-0.01975969230769231,-0.003597458200325766
-0.01973969230769231,-0.003932911706685223
-0.01971969230769231,-0.003597458200325804
-0.01969969230769231,-0.003597458200325804
-0.01967969230769231,-0.003932911706685223
-0.01965969230769231,-0.003932911706685223
-0.01963969230769231,-0.003597458200325804
-0.01961969230769231,-0.003932911706685223
-0.01959969230769231,-0.003932911706685223
-0.01957969230769231,-0.003597458200325766
-0.01955969230769231,-0.003932911706685223
-0.01953969230769231,-0.003597458200325766
-0.01951969230769231,-0.003597458200325766
-0.01949969230769231,-0.003597458200325766
-0.01947969230769231,-0.003932911706685223
-0.01945969230769231,-0.003932911706685223
-0.01943969230769231,-0.003932911706685223
-0.01941969230769231,-0.003932911706685223
-0.01939969230769231,-0.003597458200325766
-0.01937969230769231,-0.003597458200325766
-0.01935969230769231,-0.003597458200325804
-0.01933969230769231,-0.003932911706685223
-0.01931969230769231,-0.003597458200325766
-0.01929969230769231,-0.003597458200325766
-0.01927969230769231,-0.003597458200325804
-0.01925969230769231,-0.003932911706685223
-0.01923969230769231,-0.003597458200325766
-0.01921969230769231,-0.003932911706685223
-0.01919969230769231,-0.003932911706685223
-0.01917969230769231,-0.003932911706685223
-0.01915969230769231,-0.003932911706685223
-0.01913969230769231,-0.003932911706685223
-0.01911969230769231,-0.003932911706685223
-0.01909969230769231,-0.003932911706685223
-0.01907969230769231,-0.003932911706685223
-0.01905969230769231,-0.003597458200325766
-0.01903969230769231,-0.003932911706685185
-0.01901969230769231,-0.003932911706685223
-0.01899969230769231,-0.003932911706685223
-0.01897969230769231,-0.003932911706685223
-0.01895969230769231,-0.003932911706685223
-0.01893969230769231,-0.003932911706685223
-0.01891969230769231,-0.003932911706685223
-0.01889969230769231,-0.003932911706685223
-0.01887969230769231,-0.003932911706685223
-0.01885969230769231,-0.003597458200325804
-0.01883969230769231,-0.003932911706685223
-0.01881969230769231,-0.003597458200325766
-0.01879969230769231,-0.003597458200325766
-0.01877969230769231,-0.003597458200325766
-0.01875969230769231,-0.003597458200325766
-0.01873969230769231,-0.003932911706685223
-0.01871969230769231,-0.003932911706685223
-0.01869969230769231,-0.003932911706685223
-0.01867969230769231,-0.003932911706685223
-0.01865969230769231,-0.003932911706685223
-0.01863969230769231,-0.003932911706685223
-0.01861969230769231,-0.003932911706685223
-0.01859969230769231,-0.003932911706685223
-0.01857969230769231,-0.003932911706685223
-0.01855969230769231,-0.003932911706685223
-0.01853969230769231,-0.003932911706685223
-0.01851969230769231,-0.003932911706685223
-0.01849969230769231,-0.003932911706685223
-0.01847969230769231,-0.003932911706685223
-0.01845969230769231,-0.003932911706685223
-0.01843969230769231,-0.003932911706685223
-0.01841969230769231,-0.003932911706685223
-0.01839969230769231,-0.003932911706685223
-0.01837969230769231,-0.004268365213044681
-0.01835969230769231,-0.003932911706685261
-0.01833969230769231,-0.003932911706685223
-0.01831969230769231,-0.003932911706685223
-0.01829969230769231,-0.003932911706685223
-0.01827969230769231,-0.003932911706685223
-0.01825969230769231,-0.003932911706685223
-0.01823969230769231,-0.003932911706685223
-0.01821969230769231,-0.003932911706685223
-0.01819969230769231,-0.003932911706685223
-0.01817969230769231,-0.003597458200325804
-0.01815969230769231,-0.003932911706685223
-0.01813969230769231,-0.003932911706685223
-0.01811969230769231,-0.003932911706685223
-0.01809969230769231,-0.003932911706685223
-0.01807969230769231,-0.003932911706685223
-0.01805969230769231,-0.003932911706685223
-0.01803969230769231,-0.003932911706685223
-0.01801969230769231,-0.003932911706685223
-0.01799969230769231,-0.003932911706685185
-0.01797969230769231,-0.003597458200325766
-0.01795969230769231,-0.003932911706685223
-0.01793969230769231,-0.003932911706685223
-0.01791969230769231,-0.003932911706685223
-0.01789969230769231,-0.003932911706685223
-0.01787969230769231,-0.003932911706685223
-0.01785969230769231,-0.003932911706685223
-0.01783969230769231,-0.003932911706685223
-0.01781969230769231,-0.003932911706685223
-0.01779969230769231,-0.003597458200325766
-0.01777969230769231,-0.003597458200325766
-0.01775969230769231,-0.003932911706685185
-0.01773969230769231,-0.003932911706685223
-0.01771969230769231,-0.003932911706685223
-0.01769969230769231,-0.003932911706685223
-0.01767969230769231,-0.003932911706685223
-0.01765969230769231,-0.003932911706685223
-0.01763969230769231,-0.003932911706685223
-0.01761969230769231,-0.003932911706685223
-0.01759969230769231,-0.003932911706685223
-0.01757969230769231,-0.003597458200325804
-0.01755969230769231,-0.003932911706685223
-0.01753969230769231,-0.003932911706685223
-0.01751969230769231,-0.003932911706685223
-0.01749969230769231,-0.003932911706685223
-0.01747969230769231,-0.003932911706685223
-0.01745969230769231,-0.003932911706685223
-0.01743969230769231,-0.003932911706685223
-0.01741969230769231,-0.003932911706685223
-0.01739969230769231,-0.003932911706685223
-0.01737969230769231,-0.003932911706685223
-0.01735969230769231,-0.003932911706685223
-0.01733969230769231,-0.003932911706685223
-0.01731969230769231,-0.003932911706685223
-0.01729969230769231,-0.003932911706685223
-0.01727969230769231,-0.003932911706685223
-0.01725969230769231,-0.003932911706685223
-0.01723969230769231,-0.003932911706685223
-0.01721969230769231,-0.003932911706685223
-0.01719969230769231,-0.003932911706685223
-0.01717969230769231,-0.003932911706685223
-0.01715969230769231,-0.003932911706685223
-0.01713969230769231,-0.003932911706685223
-0.01711969230769231,-0.003597458200325766
-0.01709969230769231,-0.003932911706685223
-0.01707969230769231,-0.003932911706685223
-0.01705969230769231,-0.003932911706685223
-0.01703969230769231,-0.003932911706685223
-0.01701969230769231,-0.003597458200325766
-0.01699969230769231,-0.003597458200325766
-0.01697969230769231,-0.003932911706685223
-0.01695969230769231,-0.003932911706685223
-0.01693969230769231,-0.003932911706685223
-0.01691969230769231,-0.003597458200325766
-0.01689969230769231,-0.003932911706685223
-0.01687969230769231,-0.003932911706685223
-0.01685969230769231,-0.003932911706685223
-0.01683969230769231,-0.003932911706685223
-0.01681969230769231,-0.003597458200325804
-0.01679969230769231,-0.003932911706685223
-0.01677969230769231,-0.003932911706685223
-0.01675969230769231,-0.003932911706685223
-0.01673969230769231,-0.003932911706685223
-0.01671969230769231,-0.003932911706685223
-0.01669969230769231,-0.003932911706685223
-0.01667969230769231,-0.003932911706685223
-0.01665969230769231,-0.003932911706685223
-0.01663969230769231,-0.003932911706685223
-0.01661969230769231,-0.003932911706685223
-0.01659969230769231,-0.003932911706685223
-0.01657969230769231,-0.003932911706685223
-0.01655969230769231,-0.003932911706685185
-0.01653969230769231,-0.003597458200325766
-0.01651969230769231,-0.003597458200325766
-0.01649969230769231,-0.003932911706685223
-0.01647969230769231,-0.003597458200325804
-0.01645969230769231,-0.003932911706685223
-0.01643969230769231,-0.003932911706685223
-0.01641969230769231,-0.003932911706685223
-0.01639969230769231,-0.003932911706685223
-0.01637969230769231,-0.004268365213044643
-0.01635969230769231,-0.003932911706685223
-0.01633969230769231,-0.003932911706685223
-0.01631969230769231,-0.003932911706685223
-0.01629969230769231,-0.003932911706685223
-0.01627969230769231,-0.003932911706685223
-0.01625969230769231,-0.003932911706685223
-0.01623969230769231,-0.003932911706685223
-0.01621969230769231,-0.003932911706685223
-0.01619969230769231,-0.003932911706685223
-0.01617969230769231,-0.003932911706685223
-0.01615969230769231,-0.004268365213044681
-0.01613969230769231,-0.004268365213044681
-0.01611969230769231,-0.003932911706685223
-0.01609969230769231,-0.003932911706685223
-0.01607969230769231,-0.003932911706685223
-0.01605969230769231,-0.003932911706685223
-0.01603969230769231,-0.003932911706685223
-0.01601969230769231,-0.003932911706685223
-0.01599969230769231,-0.004268365213044681
-0.01597969230769231,-0.004268365213044681
-0.01595969230769231,-0.003932911706685223
-0.01593969230769231,-0.003932911706685223
-0.01591969230769231,-0.003932911706685223
-0.01589969230769231,-0.003932911706685223
-0.01587969230769231,-0.003932911706685223
-0.01585969230769231,-0.003932911706685223
-0.01583969230769231,-0.003932911706685223
-0.01581969230769231,-0.003597458200325766
-0.01579969230769231,-0.003932911706685185
-0.01577969230769231,-0.003932911706685223
-0.01575969230769231,-0.003932911706685223
-0.01573969230769231,-0.003932911706685223
-0.01571969230769231,-0.003932911706685223
-0.01569969230769231,-0.003932911706685223
-0.01567969230769231,-0.003932911706685223
-0.01565969230769231,-0.003932911706685223
-0.01563969230769231,-0.003932911706685223
-0.01561969230769231,-0.004268365213044681
-0.01559969230769231,-0.004268365213044681
-0.01557969230769231,-0.004268365213044681
-0.01555969230769231,-0.003932911706685223
-0.01553969230769231,-0.004268365213044681
-0.01551969230769231,-0.003932911706685223
-0.01549969230769231,-0.003932911706685223
-0.01547969230769231,-0.003932911706685223
-0.01545969230769231,-0.004268365213044681
-0.01543969230769231,-0.003932911706685223
-0.01541969230769231,-0.003932911706685223
-0.01539969230769231,-0.003932911706685223
-0.01537969230769231,-0.004268365213044681
-0.01535969230769231,-0.004268365213044681
-0.01533969230769231,-0.003932911706685223
-0.01531969230769231,-0.003932911706685223
-0.01529969230769231,-0.003932911706685223
-0.01527969230769231,-0.003932911706685223
-0.01525969230769231,-0.004268365213044681
-0.01523969230769231,-0.003932911706685223
-0.01521969230769231,-0.003932911706685223
-0.01519969230769231,-0.004268365213044681
-0.01517969230769231,-0.003932911706685223
-0.01515969230769231,-0.003932911706685223
-0.01513969230769231,-0.003932911706685223
-0.01511969230769231,-0.003932911706685223
-0.01509969230769231,-0.003932911706685223
-0.01507969230769231,-0.003932911706685223
-0.01505969230769231,-0.003932911706685223
-0.01503969230769231,-0.004268365213044681
-0.01501969230769231,-0.003932911706685223
-0.01499969230769231,-0.003932911706685223
-0.01497969230769231,-0.003932911706685223
-0.01495969230769231,-0.003932911706685223
-0.01493969230769231,-0.003932911706685223
-0.01491969230769231,-0.003932911706685223
-0.01489969230769231,-0.003932911706685223
-0.01487969230769231,-0.003932911706685223
-0.01485969230769231,-0.004268365213044681
-0.01483969230769231,-0.003932911706685223
-0.01481969230769231,-0.003932911706685223
-0.01479969230769231,-0.004268365213044681
-0.01477969230769231,-0.003932911706685223
-0.01475969230769231,-0.004268365213044681
-0.01473969230769231,-0.003932911706685223
-0.01471969230769231,-0.004268365213044681
-0.01469969230769231,-0.004268365213044681
-0.01467969230769231,-0.003932911706685223
-0.01465969230769231,-0.003932911706685223
-0.01463969230769231,-0.003932911706685223
-0.01461969230769231,-0.004268365213044681
-0.01459969230769231,-0.004268365213044681
-0.01457969230769231,-0.003932911706685223
-0.01455969230769231,-0.003932911706685223
-0.01453969230769231,-0.003932911706685223
-0.01451969230769231,-0.004268365213044681
-0.01449969230769231,-0.003932911706685223
-0.01447969230769231,-0.004268365213044681
-0.01445969230769231,-0.004268365213044681
-0.01443969230769231,-0.003932911706685223
-0.01441969230769231,-0.003932911706685223
-0.01439969230769231,-0.004268365213044681
-0.01437969230769231,-0.003932911706685223
-0.01435969230769231,-0.003932911706685223
-0.01433969230769231,-0.003932911706685223
-0.01431969230769231,-0.003932911706685223
-0.01429969230769231,-0.003932911706685223
-0.01427969230769231,-0.003932911706685223
-0.01425969230769231,-0.003932911706685223
-0.01423969230769231,-0.003932911706685223
-0.01421969230769231,-0.003932911706685223
-0.01419969230769231,-0.003932911706685223
-0.01417969230769231,-0.003932911706685223
-0.01415969230769231,-0.004268365213044681
-0.01413969230769231,-0.003932911706685223
-0.01411969230769231,-0.003932911706685223
-0.01409969230769231,-0.003932911706685223
-0.01407969230769231,-0.004268365213044681
-0.01405969230769231,-0.004268365213044681
-0.01403969230769231,-0.003932911706685223
-0.01401969230769231,-0.003932911706685223
-0.01399969230769231,-0.003932911706685223
-0.01397969230769231,-0.003932911706685223
-0.01395969230769231,-0.003932911706685223
-0.01393969230769231,-0.003932911706685223
-0.01391969230769231,-0.003932911706685223
-0.01389969230769231,-0.003932911706685223
-0.01387969230769231,-0.003932911706685223
-0.01385969230769231,-0.003932911706685223
-0.01383969230769231,-0.003932911706685223
-0.01381969230769231,-0.004268365213044681
-0.01379969230769231,-0.003932911706685223
-0.01377969230769231,-0.004268365213044681
-0.01375969230769231,-0.003932911706685223
-0.01373969230769231,-0.003932911706685223
-0.01371969230769231,-0.003932911706685223
-0.01369969230769231,-0.003932911706685223
-0.01367969230769231,-0.003932911706685223
-0.01365969230769231,-0.003932911706685223
-0.01363969230769231,-0.004268365213044681
-0.01361969230769231,-0.004268365213044681
-0.01359969230769231,-0.004268365213044681
-0.01357969230769231,-0.003932911706685223
-0.01355969230769231,-0.004268365213044681
-0.01353969230769231,-0.003932911706685223
-0.01351969230769231,-0.004268365213044681
-0.01349969230769231,-0.003932911706685223
-0.01347969230769231,-0.003932911706685223
-0.01345969230769231,-0.004268365213044681
-0.01343969230769231,-0.004268365213044681
-0.01341969230769231,-0.003932911706685223
-0.01339969230769231,-0.004268365213044681
-0.01337969230769231,-0.004268365213044681
-0.01335969230769231,-0.004268365213044681
-0.01333969230769231,-0.004268365213044681
-0.01331969230769231,-0.004268365213044681
-0.01329969230769231,-0.004268365213044681
-0.01327969230769231,-0.004268365213044681
-0.01325969230769231,-0.003932911706685223
-0.01323969230769231,-0.003932911706685223
-0.01321969230769231,-0.003932911706685223
-0.01319969230769231,-0.004268365213044681
-0.01317969230769231,-0.003932911706685223
-0.01315969230769231,-0.003932911706685223
-0.01313969230769231,-0.003932911706685223
-0.01311969230769231,-0.004268365213044681
-0.01309969230769231,-0.003932911706685223
-0.01307969230769231,-0.003932911706685223
-0.01305969230769231,-0.003932911706685223
-0.01303969230769231,-0.003932911706685223
-0.01301969230769231,-0.003932911706685223
-0.01299969230769231,-0.004268365213044681
-0.01297969230769231,-0.003932911706685223
-0.01295969230769231,-0.004268365213044681
-0.01293969230769231,-0.004268365213044681
-0.01291969230769231,-0.004268365213044681
-0.01289969230769231,-0.004268365213044681
-0.01287969230769231,-0.004268365213044681
-0.01285969230769231,-0.004268365213044681
-0.01283969230769231,-0.004268365213044681
-0.01281969230769231,-0.004268365213044681
-0.01279969230769231,-0.004268365213044681
-0.01277969230769231,-0.003932911706685223
-0.01275969230769231,-0.003932911706685223
-0.01273969230769231,-0.003932911706685223
-0.01271969230769231,-0.003932911706685223
-0.01269969230769231,-0.003932911706685223
-0.01267969230769231,-0.003932911706685223
-0.01265969230769231,-0.004268365213044681
-0.01263969230769231,-0.003932911706685223
-0.01261969230769231,-0.003932911706685223
-0.01259969230769231,-0.003932911706685223
-0.01257969230769231,-0.003932911706685223
-0.01255969230769231,-0.003932911706685223
-0.01253969230769231,-0.004268365213044681
-0.01251969230769231,-0.003932911706685223
-0.01249969230769231,-0.003932911706685223
-0.01247969230769231,-0.003932911706685223
-0.01245969230769231,-0.003932911706685223
-0.01243969230769231,-0.003932911706685223
-0.01241969230769231,-0.003932911706685223
-0.01239969230769231,-0.004268365213044681
-0.01237969230769231,-0.003932911706685223
-0.01235969230769231,-0.004268365213044681
-0.01233969230769231,-0.003932911706685223
-0.01231969230769231,-0.003932911706685223
-0.01229969230769231,-0.003932911706685223
-0.01227969230769231,-0.003932911706685223
-0.01225969230769231,-0.004268365213044681
-0.01223969230769231,-0.004268365213044681
-0.01221969230769231,-0.003932911706685223
-0.01219969230769231,-0.004268365213044681
-0.01217969230769231,-0.004268365213044681
-0.01215969230769231,-0.004268365213044681
-0.01213969230769231,-0.004268365213044681
-0.01211969230769231,-0.003932911706685223
-0.01209969230769231,-0.004268365213044681
-0.01207969230769231,-0.004268365213044681
-0.01205969230769231,-0.003932911706685223
-0.01203969230769231,-0.003932911706685223
-0.01201969230769231,-0.003932911706685223
-0.01199969230769231,-0.003932911706685223
-0.01197969230769231,-0.003932911706685223
-0.01195969230769231,-0.004268365213044681
-0.01193969230769231,-0.004268365213044681
-0.01191969230769231,-0.004268365213044681
-0.01189969230769231,-0.004268365213044681
-0.01187969230769231,-0.003932911706685223
-0.01185969230769231,-0.004268365213044681
-0.01183969230769231,-0.003932911706685223
-0.01181969230769231,-0.003932911706685223
-0.01179969230769231,-0.004268365213044681
-0.01177969230769231,-0.003932911706685223
-0.01175969230769231,-0.004268365213044681
-0.01173969230769231,-0.004268365213044681
-0.01171969230769231,-0.004268365213044681
-0.01169969230769231,-0.004268365213044681
-0.01167969230769231,-0.003932911706685223
-0.01165969230769231,-0.003932911706685223
-0.01163969230769231,-0.004268365213044681
-0.01161969230769231,-0.003932911706685223
-0.01159969230769231,-0.003932911706685223
-0.01157969230769231,-0.003932911706685223
-0.01155969230769231,-0.003932911706685223
-0.01153969230769231,-0.003932911706685223
-0.01151969230769231,-0.003932911706685223
-0.01149969230769231,-0.003932911706685223
-0.01147969230769231,-0.004268365213044681
-0.01145969230769231,-0.004268365213044681
-0.01143969230769231,-0.004268365213044681
-0.01141969230769231,-0.003932911706685223
-0.01139969230769231,-0.004268365213044681
-0.01137969230769231,-0.004268365213044681
-0.01135969230769231,-0.003932911706685223
-0.01133969230769231,-0.003932911706685223
-0.01131969230769231,-0.004268365213044681
-0.01129969230769231,-0.004268365213044681
-0.01127969230769231,-0.004268365213044681
-0.01125969230769231,-0.004268365213044681
-0.01123969230769231,-0.004268365213044681
-0.01121969230769231,-0.004268365213044681
