#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A19AED
#Date Time: 2025-11-13 12:34:27.679
#Sample rate: 20000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 10 mV/div Offset: 0 V Sample Mode: Average
#Wavegen Channel 1: Disabled
#Mode: Sweep
#Type: Sine
#Frequency: 100 Hz
#Period: 10 ms
#Stop: 1 kHz
#Amplitude: 100 mV
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

Time (s),Channel 1 (V)
-0.2048,-0.002926551187606849
-0.20475,-0.002926551187606849
-0.2047,-0.002926551187606849
-0.20465,-0.002926551187606849
-0.2046,-0.002926551187606849
-0.20455,-0.002926551187606849
-0.2045,-0.002926551187606849
-0.20445,-0.002926551187606849
-0.2044,-0.002926551187606849
-0.20435,-0.002926551187606849
-0.2043,-0.002926551187606849
-0.20425,-0.002926551187606849
-0.2042,-0.002926551187606849
-0.20415,-0.002926551187606849
-0.2041,-0.002926551187606849
-0.20405,-0.002926551187606849
-0.204,-0.002926551187606849
-0.20395,-0.002926551187606849
-0.2039,-0.002926551187606849
-0.20385,-0.002926551187606849
-0.2038,-0.002926551187606849
-0.20375,-0.002926551187606849
-0.2037,-0.002926551187606849
-0.20365,-0.002926551187606849
-0.2036,-0.002926551187606849
-0.20355,-0.002926551187606849
-0.2035,-0.002926551187606849
-0.20345,-0.002926551187606849
-0.2034,-0.002926551187606849
-0.20335,-0.002926551187606849
-0.2033,-0.002926551187606849
-0.20325,-0.002926551187606849
-0.2032,-0.002926551187606849
-0.20315,-0.002926551187606849
-0.2031,-0.002926551187606849
-0.20305,-0.002926551187606849
-0.203,-0.002926551187606849
-0.20295,-0.002926551187606849
-0.2029,-0.002926551187606849
-0.20285,-0.002926551187606849
-0.2028,-0.002926551187606849
-0.20275,-0.002926551187606849
-0.2027,-0.002926551187606849
-0.20265,-0.002926551187606849
-0.2026,-0.002926551187606849
-0.20255,-0.002926551187606849
-0.2025,-0.002926551187606849
-0.20245,-0.002926551187606849
-0.2024,-0.002926551187606849
-0.20235,-0.002926551187606849
-0.2023,-0.002926551187606849
-0.20225,-0.002926551187606849
-0.2022,-0.002926551187606849
-0.20215,-0.002926551187606849
-0.2021,-0.002926551187606849
-0.20205,-0.002926551187606849
-0.202,-0.002926551187606849
-0.20195,-0.002926551187606849
-0.2019,-0.002926551187606849
-0.20185,-0.002926551187606849
-0.2018,-0.002926551187606849
-0.20175,-0.002926551187606849
-0.2017,-0.002926551187606849
-0.20165,-0.002926551187606849
-0.2016,-0.003262004693966307
-0.20155,-0.003262004693966307
-0.2015,-0.002926551187607002
-0.20145,-0.002926551187606849
-0.2014,-0.002926551187606849
-0.20135,-0.002926551187606849
-0.2013,-0.002926551187606849
-0.20125,-0.002926551187606849
-0.2012,-0.002926551187606849
-0.20115,-0.002926551187606849
-0.2011,-0.002926551187606849
-0.20105,-0.002926551187606849
-0.201,-0.002926551187606849
-0.20095,-0.002926551187606849
-0.2009,-0.002926551187606849
-0.20085,-0.002926551187606849
-0.2008,-0.002926551187606849
-0.20075,-0.002926551187606849
-0.2007,-0.002926551187606849
-0.20065,-0.002926551187606849
-0.2006,-0.002926551187606849
-0.20055,-0.002926551187606849
-0.2005,-0.002926551187606849
-0.20045,-0.002926551187606849
-0.2004,-0.002926551187606849
-0.20035,-0.002926551187606849
-0.2003,-0.002926551187606849
-0.20025,-0.002926551187606849
-0.2002,-0.002926551187606849
-0.20015,-0.002926551187606849
-0.2001,-0.002926551187606849
-0.20005,-0.002926551187606849
-0.2,-0.002926551187606849
-0.19995,-0.002926551187606849
-0.1999,-0.002926551187606849
-0.19985,-0.002926551187606849
-0.1998,-0.002591097681247391
-0.19975,-0.002926551187606849
-0.1997,-0.002926551187606849
-0.19965,-0.002926551187606849
-0.1996,-0.002926551187606849
-0.19955,-0.002926551187606849
-0.1995,-0.002926551187606849
-0.19945,-0.002926551187606849
-0.1994,-0.002926551187606849
-0.19935,-0.002926551187606849
-0.1993,-0.002926551187606849
-0.19925,-0.002926551187606849
-0.1992,-0.002926551187606849
-0.19915,-0.002926551187606849
-0.1991,-0.002926551187606849
-0.19905,-0.002926551187606849
-0.199,-0.002926551187606849
-0.19895,-0.002926551187606849
-0.1989,-0.002926551187606849
-0.19885,-0.002926551187606849
-0.1988,-0.002926551187606849
-0.19875,-0.002926551187606849
-0.1987,-0.002926551187606849
-0.19865,-0.002926551187606849
-0.1986,-0.002926551187606849
-0.19855,-0.002926551187606849
-0.1985,-0.002926551187606849
-0.19845,-0.002926551187607002
-0.1984,-0.003262004693966307
-0.19835,-0.002926551187606849
-0.1983,-0.002926551187606849
-0.19825,-0.002926551187606849
-0.1982,-0.002926551187606849
-0.19815,-0.002926551187606849
-0.1981,-0.002926551187606849
-0.19805,-0.002926551187606849
-0.198,-0.002926551187606849
-0.19795,-0.002926551187606849
-0.1979,-0.002926551187606849
-0.19785,-0.002926551187606849
-0.1978,-0.002926551187606849
-0.19775,-0.002926551187606849
-0.1977,-0.002926551187606849
-0.19765,-0.002926551187606849
-0.1976,-0.002926551187606849
-0.19755,-0.002926551187606849
-0.1975,-0.002926551187606849
-0.19745,-0.002926551187606849
-0.1974,-0.002926551187606849
-0.19735,-0.002926551187606849
-0.1973,-0.002926551187606849
-0.19725,-0.002926551187606849
-0.1972,-0.002926551187606849
-0.19715,-0.002926551187606849
-0.1971,-0.002926551187606849
-0.19705,-0.002926551187606849
-0.197,-0.002926551187606849
-0.19695,-0.002926551187606849
-0.1969,-0.002926551187606849
-0.19685,-0.002926551187606849
-0.1968,-0.002926551187606849
-0.19675,-0.002926551187606849
-0.1967,-0.002926551187606849
-0.19665,-0.002926551187606849
-0.1966,-0.002926551187606849
-0.19655,-0.002926551187606849
-0.1965,-0.002926551187606849
-0.19645,-0.002926551187606849
-0.1964,-0.002926551187606849
-0.19635,-0.002926551187606849
-0.1963,-0.002926551187606849
-0.19625,-0.002926551187606849
-0.1962,-0.002926551187606849
-0.19615,-0.002926551187606849
-0.1961,-0.002926551187606849
-0.19605,-0.002926551187606849
-0.196,-0.002926551187606849
-0.19595,-0.002926551187606849
-0.1959,-0.002926551187606849
-0.19585,-0.002926551187606849
-0.1958,-0.002926551187606849
-0.19575,-0.002926551187606849
-0.1957,-0.002926551187606849
-0.19565,-0.002926551187606849
-0.1956,-0.002926551187606849
-0.19555,-0.002926551187606849
-0.1955,-0.002926551187606849
-0.19545,-0.002926551187606849
-0.1954,-0.002926551187606849
-0.19535,-0.002926551187606849
-0.1953,-0.002926551187606849
-0.19525,-0.002926551187606849
-0.1952,-0.002926551187606849
-0.19515,-0.002926551187606849
-0.1951,-0.002926551187606849
-0.19505,-0.002926551187606849
-0.195,-0.002926551187606849
-0.19495,-0.002926551187606849
-0.1949,-0.002926551187606849
-0.19485,-0.002926551187606849
-0.1948,-0.002926551187606849
-0.19475,-0.002926551187606849
-0.1947,-0.002926551187606849
-0.19465,-0.002926551187606849
-0.1946,-0.002926551187606849
-0.19455,-0.002926551187606849
-0.1945,-0.002926551187606849
-0.19445,-0.002926551187606849
-0.1944,-0.002926551187606849
-0.19435,-0.002926551187606849
-0.1943,-0.003262004693966307
-0.19425,-0.002926551187606849
-0.1942,-0.002926551187606849
-0.19415,-0.002926551187606849
-0.1941,-0.003262004693966307
-0.19405,-0.003262004693966307
-0.194,-0.003262004693966307
-0.19395,-0.002926551187606849
-0.1939,-0.002926551187606849
-0.19385,-0.002926551187606849
-0.1938,-0.003262004693966307
-0.19375,-0.003262004693966307
-0.1937,-0.002926551187606849
-0.19365,-0.002926551187606849
-0.1936,-0.003262004693966307
-0.19355,-0.003262004693966307
-0.1935,-0.002926551187606849
-0.19345,-0.002926551187606849
-0.1934,-0.003262004693966307
-0.19335,-0.003262004693966307
-0.1933,-0.002926551187606849
-0.19325,-0.002926551187606849
-0.1932,-0.003262004693966307
-0.19315,-0.002926551187607002
-0.1931,-0.003262004693966307
-0.19305,-0.002926551187606849
-0.193,-0.002926551187606849
-0.19295,-0.002926551187606849
-0.1929,-0.002926551187606849
-0.19285,-0.002926551187606849
-0.1928,-0.002926551187606849
-0.19275,-0.002926551187606849
-0.1927,-0.002926551187606849
-0.19265,-0.002926551187607002
-0.1926,-0.003262004693966307
-0.19255,-0.003262004693966307
-0.1925,-0.002926551187606849
-0.19245,-0.003262004693966307
-0.1924,-0.002926551187607002
-0.19235,-0.003262004693966307
-0.1923,-0.003262004693966307
-0.19225,-0.002926551187606849
-0.1922,-0.002926551187606849
-0.19215,-0.002926551187606849
-0.1921,-0.002926551187606849
-0.19205,-0.003262004693966307
-0.192,-0.002926551187606849
-0.19195,-0.002926551187606849
-0.1919,-0.002926551187606849
-0.19185,-0.002926551187606849
